date,open,high,low,close,volume
2021-07-27,3710,3710,3450,3450,22
2021-07-28,3455,3455,3450,3450,274
2021-07-29,3455,3705,3455,3705,85
2021-07-30,3980,3980,3980,3980,17
2021-08-02,4000,4275,4000,4275,93
2021-08-03,4275,4595,4275,4595,149
2021-08-04,4595,4935,4300,4300,592
2021-08-05,4620,4620,4620,4620,1
2021-08-06,4965,4965,4965,4965,1
2021-08-09,4960,5335,4960,5335,6
2021-08-10,5335,5735,5335,5335,793
2021-08-11,4935,4935,4935,4935,1
2021-08-12,4935,4935,4565,4565,24
2021-08-13,4565,4905,4565,4905,30
2021-08-16,4565,4565,4565,4565,66
2021-08-17,4565,4565,4225,4225,16
2021-08-19,4225,4225,3910,3910,20
2021-08-20,3915,3915,3890,3890,600
2021-08-23,4000,4180,3600,3600,195
2021-08-24,3705,3705,3705,3705,100
2021-08-25,3980,3980,3900,3980,270
2021-08-26,3980,3980,3980,3980,43
2021-08-27,3705,4275,3705,4275,7
2021-08-30,4300,4450,3955,3955,46
2021-08-31,4250,4250,4250,4250,15
2021-09-01,4250,4250,4250,4250,20
2021-09-02,4450,4450,4250,4250,4
2021-09-03,4250,4250,4250,4250,322
2021-09-06,4250,4250,4250,4250,300
2021-09-07,4450,4450,4450,4450,1
2021-09-09,4395,4450,4120,4120,86
2021-09-10,4425,4425,4425,4425,9
2021-09-14,4425,4425,4425,4425,4
2021-09-15,4425,4755,4425,4755,7
2021-09-17,4755,4755,4755,4755,2
2021-09-27,4755,5110,4755,5110,297
2021-09-28,5490,5490,4730,5490,197
2021-09-29,5900,5900,5850,5900,173
2021-09-30,6340,6340,6340,6340,686
2021-10-01,6815,6815,6815,6815,45
2021-10-04,7325,7325,7325,7325,2
2021-10-05,7870,7870,7335,7870,510
2021-10-06,7330,7330,7280,7280,35
2021-10-07,6735,6735,6735,6735,29
2021-10-08,6230,6230,6230,6230,23
2021-10-11,6200,6695,5900,5900,82
2021-10-12,6230,6340,5500,5500,105
2021-10-13,5910,5910,5505,5910,5
2021-10-14,6350,6350,5500,5605,215
2021-10-15,6025,6025,5600,5600,385
2021-10-19,5600,6015,5505,6015,438
2021-10-20,6460,6460,5600,6460,270
2021-10-21,6700,6940,5980,6000,123
2021-10-22,6450,6450,6050,6050,77
2021-10-25,6050,6500,6050,6495,60
2021-10-26,6895,6980,6050,6980,660
2021-10-28,7000,7000,7000,7000,3
2021-10-29,7000,7000,6475,6475,46
2021-11-04,6470,6960,6470,6960,5
2021-11-05,7400,7400,6440,7400,3
2021-11-08,7400,7400,7400,7400,17
2021-11-09,7200,7200,6845,6845,17
2021-11-10,6500,7355,6335,7355,85
2021-11-11,7200,7200,6805,6805,91
2021-11-17,6665,6665,6665,6665,2
2021-11-18,6170,6600,6170,6170,43
2021-11-19,6170,6170,5800,5800,273
2021-11-22,5365,6235,5365,6235,5
2021-11-23,6235,6665,5800,5800,168
2021-11-24,5805,6235,5365,5365,360
2021-11-25,5365,5765,5365,5370,112
2021-11-26,5405,5405,4970,4970,232
2021-11-29,5200,5200,4600,4600,120
2021-11-30,4945,4945,4600,4600,92
2021-12-01,4600,4945,4255,4260,59
2021-12-02,4575,4575,4350,4350,6
2021-12-03,4675,4675,4675,4675,1
2021-12-06,4350,5025,4350,4350,174
2021-12-07,4675,4675,4375,4375,72
2021-12-08,4380,4700,4380,4700,42
2021-12-09,4700,5050,4400,4400,70
2021-12-10,4415,4415,4415,4415,2
2021-12-13,4745,4745,4745,4745,1
2021-12-14,5100,5100,4415,4750,33
2021-12-15,5100,5100,4760,4760,6
2021-12-16,5100,5115,4760,5115,36
2021-12-17,5160,5495,4800,4800,50
2021-12-20,4760,5160,4440,5160,57
2021-12-21,5495,5495,5495,5495,1
2021-12-22,5495,5495,5495,5495,5
2021-12-23,5500,5500,5500,5500,29
2021-12-24,5090,5090,5090,5090,3
2021-12-27,4900,5470,4750,4750,69
2021-12-28,5105,5105,5105,5105,1
2021-12-29,5485,5485,5485,5485,1
2021-12-30,5110,5110,5110,5110,10
2021-12-31,5490,5490,5120,5120,33
2022-01-03,5120,5500,5120,5500,3
2022-01-04,5500,5500,5500,5500,56
2022-01-05,5910,5910,5850,5850,3
2022-01-06,5850,5850,5800,5800,35
2022-01-07,5780,5785,5780,5785,66
2022-01-10,5785,5845,5785,5845,35
2022-01-11,5785,5785,5780,5780,18
2022-01-12,5775,5775,5350,5350,4
2022-01-13,4950,4950,4950,4950,48
2022-01-17,4950,4950,4950,4950,31
2022-01-18,4950,4950,4950,4950,3
2022-01-19,4950,4950,4700,4700,35
2022-01-25,4800,4800,4800,4800,1
2022-01-27,4810,4810,4810,4810,16
2022-01-28,4810,4810,4810,4810,15
2022-01-31,5050,5170,4820,4820,22
2022-02-01,5170,5170,4840,4840,26
2022-02-04,4900,4900,4840,4840,56
2022-02-09,4855,4855,4850,4850,44
2022-02-10,4865,4865,4865,4865,47
2022-02-11,4855,4855,4855,4855,1
2022-02-14,4855,4855,4855,4855,55
2022-02-16,4950,4950,4950,4950,5
2022-02-17,4950,4950,4950,4950,5
2022-02-18,5320,5320,5320,5320,20
2022-02-22,5500,5500,5000,5000,15
