date,open,high,low,close,volume
2021-07-30,13,13,13,13,341229
2021-08-31,13,13,13,13,2454344
2021-09-30,13,13,13,13,2289031
2021-10-29,13,13,13,13,4891410
2021-11-30,13,13,13,13,4188232
2021-12-31,13,19,13,18,118240030
2022-01-31,19,27,16,21,37855643
2022-02-28,22,23,18,20,19966274
2022-03-31,19,19,14,17,38443231
2022-04-29,17,18,16,17,10239719
2022-05-31,17,17,15,16,12859433
2022-06-30,16,16,14,16,12205771
2022-07-29,15,19,15,19,8466655
2022-08-31,18,19,17,19,6741294
2022-09-30,19,19,18,19,6031395
2022-10-31,19,19,17,19,12054639
2022-11-30,19,20,18,20,5942378
2022-12-30,19,20,18,19,7237758
2023-01-31,19,20,18,20,6765676
2023-02-28,19,21,19,20,4847223
2023-03-31,20,21,17,17,18542389
2023-04-28,16,18,16,18,10052966
2023-05-31,17,18,17,17,5232327
2023-06-30,17,18,16,18,3998622
2023-07-31,18,18,17,18,4182409
2023-08-31,17,18,17,18,4536646
2023-09-29,18,19,17,19,3141802
2023-10-31,19,19,17,18,5110838
2023-11-30,18,19,17,17,7103279
2023-12-29,17,19,17,19,5763712
2024-01-31,19,19,17,18,4771770
2024-02-29,18,18,16,18,3288327
2024-03-29,18,18,17,18,4496837
2024-04-30,17,18,17,18,2033651
2024-05-31,18,18,16,17,7202419
2024-06-28,17,17,16,17,3737187
2024-07-31,17,17,16,17,4485459
2024-08-30,17,17,15,17,7333173
2024-09-30,17,17,16,16,5158632
2024-10-31,16,17,15,16,9364006
2024-11-29,15,16,15,16,5024767
2024-12-31,16,16,15,16,7264415
2025-01-31,16,16,15,15,8981227
2025-02-28,16,16,15,16,10941102
2025-03-28,16,16,15,16,29116192
2025-04-30,15,16,14,16,8188576
2025-05-30,15,18,15,18,24086276
2025-06-30,18,19,17,18,10630140
2025-07-31,17,18,15,16,25506504
2025-08-29,16,17,15,17,13812069
2025-09-30,17,18,16,18,8196208
2025-10-31,17,22,17,22,33682786
2025-11-28,22,24,21,23,17279748
2025-12-31,22,23,20,23,8124659
2026-01-30,23,25,21,24,28709775
2026-02-27,24,34,23,31,54080426
2026-03-31,31,34,31,33,19084868
2026-04-30,33,34,25,29,20090011
2026-05-29,29,30,27,30,11175639
2026-06-30,30,40,29,40,21392895
2026-07-31,40,83,40,66,65341061
2026-08-31,70,70,61,67,28577609
2026-09-24,68,72,64,68,38681970
