date,open,high,low,close,volume
2021-07-30,1170,1340,1170,1290,9556
2021-08-31,1255,1510,1200,1400,27319
2021-09-30,1400,1820,1200,1820,25785
2021-10-29,1820,1995,1655,1935,47802
2021-11-30,2045,2045,1900,1995,13730
2021-12-31,1995,2025,1750,1750,25974
2022-01-31,1750,1750,1390,1675,20960
2022-02-28,1615,1745,1505,1615,19290
2022-03-31,1615,1880,1600,1810,33468
2022-04-29,1810,1940,1800,1850,9604
2022-05-31,1820,1820,1500,1590,8844
2022-06-30,1700,1705,1465,1590,14741
2022-07-29,1570,1685,1475,1650,10734
2022-08-31,1650,1680,1485,1500,9052
2022-09-30,1500,1650,1470,1600,6571
2022-10-28,1600,1625,1500,1600,5261
2022-11-30,1600,1600,1405,1475,10014
2022-12-30,1410,1465,1295,1295,4340
2023-01-31,1300,1460,1210,1310,15272
2023-02-28,1310,1425,1140,1155,20340
2023-03-31,1200,1390,1155,1280,33404
2023-04-28,1280,1285,1140,1140,9768
2023-05-31,1190,1230,1145,1145,7349
2023-06-30,1145,1475,1140,1465,18254
2023-07-31,1465,1470,1210,1350,12860
2023-08-31,1390,1450,1230,1320,16441
2023-09-28,1320,1320,1200,1250,15746
2023-10-31,1250,1375,1110,1120,13116
2023-11-30,1090,1230,1080,1230,13421
2023-12-29,1210,1340,1200,1330,12342
2024-01-31,1330,1420,1245,1390,15422
2024-02-29,1390,1400,1200,1300,9617
2024-03-29,1255,1310,1225,1280,7913
2024-04-30,1260,1600,1205,1600,12320
2024-05-31,1720,1850,1700,1835,100305
2024-06-28,1835,2140,1810,2000,45919
2024-07-31,2005,2420,1980,2250,46175
2024-08-30,2250,2795,2160,2795,50341
2024-09-30,2795,2900,2175,2300,23927
2024-10-31,2300,2300,1945,2200,31933
2024-11-29,2195,2195,1760,1990,23364
2024-12-31,1845,1990,1760,1900,25529
2025-01-30,1900,1910,1700,1835,14463
2025-02-28,1835,1895,1700,1880,29630
2025-03-28,1880,1880,1690,1795,40264
2025-04-30,1790,1800,1680,1750,21824
2025-05-30,1620,1710,1490,1600,46074
2025-06-30,1600,2090,1560,1720,83287
2025-07-31,1725,1825,1600,1680,51850
2025-08-29,1680,1840,1600,1750,29631
2025-09-30,1750,1840,1700,1825,23985
2025-10-31,1825,2400,1785,2300,102261
2025-11-28,2155,2510,2050,2500,56731
2025-12-31,2500,3245,2430,2900,63583
2026-01-30,2900,3060,2605,3000,59478
2026-02-27,3000,3800,3000,3705,93593
2026-03-31,3700,3760,3100,3700,87635
2026-04-30,3695,3920,3055,3215,46385
2026-05-29,3100,3200,2805,3185,63302
2026-06-30,3200,3600,2805,3280,79763
2026-07-31,3300,3325,2795,3000,75801
2026-08-31,3000,3800,2800,3800,58645
2026-09-24,3790,4200,3640,3800,74440
